Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Кабельный фасад - Плитки из браунстоуна
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (трещины)
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (орнамент)
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (узор)
appliedenergistics2:facade:0, Кабельный фасад - Дорога из браунстоуна
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (крипер)
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (треугольник)
appliedenergistics2:facade:0, Кабельный фасад - Кладка из браунстоуна (малая)
appliedenergistics2:facade:0, Кабельный фасад - Мини-плитка из браунстоуна
appliedenergistics2:facade:0, Кабельный фасад - Йелоритовая руда
appliedenergistics2:facade:0, Кабельный фасад - Англезитовая руда
appliedenergistics2:facade:0, Кабельный фасад - Бенитоитовая руда
appliedenergistics2:facade:0, Кабельный фасад - Йеллориумовый блок
appliedenergistics2:facade:0, Кабельный фасад - Цианитовый блок
appliedenergistics2:facade:0, Кабельный фасад - Графитовый блок
appliedenergistics2:facade:0, Кабельный фасад - Блутониевый блок
appliedenergistics2:facade:0, Кабельный фасад - Лудикритовый блок
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Осмиевый блок
appliedenergistics2:facade:0, Кабельный фасад - Бронзовый блок
appliedenergistics2:facade:0, Кабельный фасад - Очищенный обсидиан
appliedenergistics2:facade:0, Кабельный фасад - Древесноугольный блок
appliedenergistics2:facade:0, Кабельный фасад - Очищенный светокамень
appliedenergistics2:facade:0, Кабельный фасад - Стальной блок
appliedenergistics2:facade:0, Кабельный фасад - Каркас телепорта
appliedenergistics2:facade:0, Кабельный фасад - Стальной корпус
appliedenergistics2:facade:0, Кабельный фасад - Динамический резервуар
appliedenergistics2:facade:0, Кабельный фасад - Структурное стекло
appliedenergistics2:facade:0, Кабельный фасад - Динамический вентиль
appliedenergistics2:facade:0, Кабельный фасад - Медный блок
appliedenergistics2:facade:0, Кабельный фасад - Оловянный блок
appliedenergistics2:facade:0, Кабельный фасад - Контроллер теплового испарителя
